#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_01_0 , BASE1 , 2000-01-01 , 12:00 , AIR1 , 2000-01-01 , 13:13
LEG_03_15 , AIR9 , 2000-01-03 , 17:05 , BASE2 , 2000-01-03 , 19:44
LEG_03_19 , AIR9 , 2000-01-03 , 19:20 , BASE3 , 2000-01-03 , 21:18
LEG_03_20 , AIR9 , 2000-01-03 , 23:05 , BASE3 , 2000-01-04 , 0:58
LEG_04_15 , AIR9 , 2000-01-04 , 17:05 , BASE2 , 2000-01-04 , 19:44
LEG_04_19 , AIR9 , 2000-01-04 , 19:20 , BASE3 , 2000-01-04 , 21:18
LEG_04_20 , AIR9 , 2000-01-04 , 23:05 , BASE3 , 2000-01-05 , 0:58
LEG_05_11 , AIR9 , 2000-01-05 , 17:05 , BASE2 , 2000-01-05 , 19:44
LEG_05_16 , AIR9 , 2000-01-05 , 19:20 , BASE3 , 2000-01-05 , 21:18
LEG_05_17 , AIR9 , 2000-01-05 , 23:05 , BASE3 , 2000-01-06 , 0:58
LEG_06_11 , AIR9 , 2000-01-06 , 17:05 , BASE2 , 2000-01-06 , 19:44
LEG_06_16 , AIR9 , 2000-01-06 , 19:20 , BASE3 , 2000-01-06 , 21:18
LEG_06_17 , AIR9 , 2000-01-06 , 23:05 , BASE3 , 2000-01-07 , 0:58
LEG_07_15 , AIR9 , 2000-01-07 , 17:05 , BASE2 , 2000-01-07 , 19:44
LEG_07_19 , AIR9 , 2000-01-07 , 19:20 , BASE3 , 2000-01-07 , 21:18
LEG_07_20 , AIR9 , 2000-01-07 , 23:05 , BASE3 , 2000-01-08 , 0:58
LEG_08_15 , AIR9 , 2000-01-08 , 17:05 , BASE2 , 2000-01-08 , 19:44
LEG_08_19 , AIR9 , 2000-01-08 , 19:20 , BASE3 , 2000-01-08 , 21:18
LEG_08_20 , AIR9 , 2000-01-08 , 23:05 , BASE3 , 2000-01-09 , 0:58
LEG_09_15 , AIR9 , 2000-01-09 , 17:05 , BASE2 , 2000-01-09 , 19:44
LEG_09_19 , AIR9 , 2000-01-09 , 19:20 , BASE3 , 2000-01-09 , 21:18
LEG_09_20 , AIR9 , 2000-01-09 , 23:05 , BASE3 , 2000-01-10 , 0:58
LEG_10_15 , AIR9 , 2000-01-10 , 17:05 , BASE2 , 2000-01-10 , 19:44
LEG_10_19 , AIR9 , 2000-01-10 , 19:20 , BASE3 , 2000-01-10 , 21:18
LEG_10_20 , AIR9 , 2000-01-10 , 23:05 , BASE3 , 2000-01-11 , 0:58
LEG_11_15 , AIR9 , 2000-01-11 , 17:05 , BASE2 , 2000-01-11 , 19:44
LEG_11_19 , AIR9 , 2000-01-11 , 19:20 , BASE3 , 2000-01-11 , 21:18
LEG_11_20 , AIR9 , 2000-01-11 , 23:05 , BASE3 , 2000-01-12 , 0:58
LEG_12_11 , AIR9 , 2000-01-12 , 17:05 , BASE2 , 2000-01-12 , 19:44
LEG_12_16 , AIR9 , 2000-01-12 , 19:20 , BASE3 , 2000-01-12 , 21:18
LEG_12_17 , AIR9 , 2000-01-12 , 23:05 , BASE3 , 2000-01-13 , 0:58
LEG_13_11 , AIR9 , 2000-01-13 , 17:05 , BASE2 , 2000-01-13 , 19:44
LEG_13_16 , AIR9 , 2000-01-13 , 19:20 , BASE3 , 2000-01-13 , 21:18
LEG_13_17 , AIR9 , 2000-01-13 , 23:05 , BASE3 , 2000-01-14 , 0:58
LEG_14_16 , AIR9 , 2000-01-14 , 17:05 , BASE2 , 2000-01-14 , 19:44
LEG_14_20 , AIR9 , 2000-01-14 , 19:20 , BASE3 , 2000-01-14 , 21:18
LEG_14_21 , AIR9 , 2000-01-14 , 23:05 , BASE3 , 2000-01-15 , 0:58
LEG_15_15 , AIR9 , 2000-01-15 , 17:05 , BASE2 , 2000-01-15 , 19:44
LEG_15_21 , AIR9 , 2000-01-15 , 19:20 , BASE3 , 2000-01-15 , 21:18
LEG_15_22 , AIR9 , 2000-01-15 , 23:05 , BASE3 , 2000-01-16 , 0:58
LEG_16_15 , AIR9 , 2000-01-16 , 17:05 , BASE2 , 2000-01-16 , 19:44
LEG_16_21 , AIR9 , 2000-01-16 , 19:20 , BASE3 , 2000-01-16 , 21:18
LEG_16_22 , AIR9 , 2000-01-16 , 23:05 , BASE3 , 2000-01-17 , 0:58
LEG_17_15 , AIR9 , 2000-01-17 , 17:05 , BASE2 , 2000-01-17 , 19:44
LEG_17_21 , AIR9 , 2000-01-17 , 19:20 , BASE3 , 2000-01-17 , 21:18
LEG_17_22 , AIR9 , 2000-01-17 , 23:05 , BASE3 , 2000-01-18 , 0:58
LEG_18_15 , AIR9 , 2000-01-18 , 17:05 , BASE2 , 2000-01-18 , 19:44
LEG_18_21 , AIR9 , 2000-01-18 , 19:20 , BASE3 , 2000-01-18 , 21:18
LEG_18_22 , AIR9 , 2000-01-18 , 23:05 , BASE3 , 2000-01-19 , 0:58
LEG_19_11 , AIR9 , 2000-01-19 , 17:05 , BASE2 , 2000-01-19 , 19:44
LEG_19_17 , AIR9 , 2000-01-19 , 19:20 , BASE3 , 2000-01-19 , 21:18
LEG_19_18 , AIR9 , 2000-01-19 , 23:05 , BASE3 , 2000-01-20 , 0:58
LEG_20_10 , AIR9 , 2000-01-20 , 17:05 , BASE2 , 2000-01-20 , 19:44
LEG_20_19 , AIR9 , 2000-01-20 , 19:20 , BASE3 , 2000-01-20 , 21:18
LEG_20_20 , AIR9 , 2000-01-20 , 23:05 , BASE3 , 2000-01-21 , 0:58
LEG_21_14 , AIR9 , 2000-01-21 , 17:05 , BASE2 , 2000-01-21 , 19:44
LEG_21_20 , AIR9 , 2000-01-21 , 19:20 , BASE3 , 2000-01-21 , 21:18
LEG_21_21 , AIR9 , 2000-01-21 , 23:05 , BASE3 , 2000-01-22 , 0:58
LEG_02_13 , AIR10 , 2000-01-02 , 14:20 , BASE1 , 2000-01-02 , 16:49
LEG_03_13 , AIR10 , 2000-01-03 , 14:20 , BASE1 , 2000-01-03 , 16:49
LEG_04_13 , AIR10 , 2000-01-04 , 14:20 , BASE1 , 2000-01-04 , 16:49
LEG_05_10 , AIR10 , 2000-01-05 , 14:20 , BASE1 , 2000-01-05 , 16:49
LEG_06_10 , AIR10 , 2000-01-06 , 14:20 , BASE1 , 2000-01-06 , 16:49
LEG_07_13 , AIR10 , 2000-01-07 , 14:20 , BASE1 , 2000-01-07 , 16:49
LEG_08_13 , AIR10 , 2000-01-08 , 14:20 , BASE1 , 2000-01-08 , 16:49
LEG_09_13 , AIR10 , 2000-01-09 , 14:20 , BASE1 , 2000-01-09 , 16:49
LEG_10_13 , AIR10 , 2000-01-10 , 14:20 , BASE1 , 2000-01-10 , 16:49
LEG_11_13 , AIR10 , 2000-01-11 , 14:20 , BASE1 , 2000-01-11 , 16:49
LEG_12_10 , AIR10 , 2000-01-12 , 14:20 , BASE1 , 2000-01-12 , 16:49
LEG_13_10 , AIR10 , 2000-01-13 , 14:20 , BASE1 , 2000-01-13 , 16:49
LEG_14_14 , AIR10 , 2000-01-14 , 14:20 , BASE1 , 2000-01-14 , 16:49
LEG_15_14 , AIR10 , 2000-01-15 , 14:20 , BASE1 , 2000-01-15 , 16:49
LEG_16_14 , AIR10 , 2000-01-16 , 14:20 , BASE1 , 2000-01-16 , 16:49
LEG_17_14 , AIR10 , 2000-01-17 , 14:20 , BASE1 , 2000-01-17 , 16:49
LEG_18_14 , AIR10 , 2000-01-18 , 14:20 , BASE1 , 2000-01-18 , 16:49
LEG_19_9 , AIR10 , 2000-01-19 , 14:20 , BASE1 , 2000-01-19 , 16:49
LEG_20_9 , AIR10 , 2000-01-20 , 14:20 , BASE1 , 2000-01-20 , 16:49
LEG_21_13 , AIR10 , 2000-01-21 , 14:20 , BASE1 , 2000-01-21 , 16:49
LEG_02_35 , AIR11 , 2000-01-02 , 0:00 , BASE2 , 2000-01-02 , 1:55
LEG_03_35 , AIR11 , 2000-01-03 , 0:00 , BASE2 , 2000-01-03 , 1:55
LEG_04_35 , AIR11 , 2000-01-04 , 0:00 , BASE2 , 2000-01-04 , 1:55
LEG_05_30 , AIR11 , 2000-01-05 , 0:00 , BASE2 , 2000-01-05 , 1:55
LEG_08_35 , AIR11 , 2000-01-08 , 0:00 , BASE2 , 2000-01-08 , 1:55
LEG_09_35 , AIR11 , 2000-01-09 , 0:00 , BASE2 , 2000-01-09 , 1:55
LEG_10_35 , AIR11 , 2000-01-10 , 0:00 , BASE2 , 2000-01-10 , 1:55
LEG_11_35 , AIR11 , 2000-01-11 , 0:00 , BASE2 , 2000-01-11 , 1:55
LEG_12_30 , AIR11 , 2000-01-12 , 0:00 , BASE2 , 2000-01-12 , 1:55
LEG_15_33 , AIR11 , 2000-01-15 , 0:00 , BASE2 , 2000-01-15 , 1:55
LEG_16_33 , AIR11 , 2000-01-16 , 0:00 , BASE2 , 2000-01-16 , 1:55
LEG_17_33 , AIR11 , 2000-01-17 , 0:00 , BASE2 , 2000-01-17 , 1:55
LEG_18_33 , AIR11 , 2000-01-18 , 0:00 , BASE2 , 2000-01-18 , 1:55
LEG_19_29 , AIR11 , 2000-01-19 , 0:00 , BASE2 , 2000-01-19 , 1:55
LEG_01_28 , AIR12 , 2000-01-01 , 17:00 , BASE2 , 2000-01-01 , 19:52
LEG_02_27 , AIR12 , 2000-01-02 , 13:45 , BASE2 , 2000-01-02 , 16:34
LEG_02_28 , AIR12 , 2000-01-02 , 17:00 , BASE2 , 2000-01-02 , 19:52
LEG_03_27 , AIR12 , 2000-01-03 , 13:45 , BASE2 , 2000-01-03 , 16:34
LEG_03_28 , AIR12 , 2000-01-03 , 17:00 , BASE2 , 2000-01-03 , 19:52
LEG_04_27 , AIR12 , 2000-01-04 , 13:45 , BASE2 , 2000-01-04 , 16:34
LEG_04_28 , AIR12 , 2000-01-04 , 17:00 , BASE2 , 2000-01-04 , 19:52
LEG_05_24 , AIR12 , 2000-01-05 , 13:45 , BASE2 , 2000-01-05 , 16:34
LEG_05_25 , AIR12 , 2000-01-05 , 17:00 , BASE2 , 2000-01-05 , 19:52
LEG_06_24 , AIR12 , 2000-01-06 , 13:45 , BASE2 , 2000-01-06 , 16:34
LEG_06_25 , AIR12 , 2000-01-06 , 17:00 , BASE2 , 2000-01-06 , 19:52
LEG_07_27 , AIR12 , 2000-01-07 , 13:45 , BASE2 , 2000-01-07 , 16:34
LEG_07_28 , AIR12 , 2000-01-07 , 17:00 , BASE2 , 2000-01-07 , 19:52
LEG_08_27 , AIR12 , 2000-01-08 , 13:45 , BASE2 , 2000-01-08 , 16:34
LEG_08_28 , AIR12 , 2000-01-08 , 17:00 , BASE2 , 2000-01-08 , 19:52
LEG_09_27 , AIR12 , 2000-01-09 , 13:45 , BASE2 , 2000-01-09 , 16:34
LEG_09_28 , AIR12 , 2000-01-09 , 17:00 , BASE2 , 2000-01-09 , 19:52
LEG_10_27 , AIR12 , 2000-01-10 , 13:45 , BASE2 , 2000-01-10 , 16:34
LEG_10_28 , AIR12 , 2000-01-10 , 17:00 , BASE2 , 2000-01-10 , 19:52
LEG_11_27 , AIR12 , 2000-01-11 , 13:45 , BASE2 , 2000-01-11 , 16:34
LEG_11_28 , AIR12 , 2000-01-11 , 17:00 , BASE2 , 2000-01-11 , 19:52
LEG_12_24 , AIR12 , 2000-01-12 , 13:45 , BASE2 , 2000-01-12 , 16:34
LEG_12_25 , AIR12 , 2000-01-12 , 17:00 , BASE2 , 2000-01-12 , 19:52
LEG_13_24 , AIR12 , 2000-01-13 , 13:45 , BASE2 , 2000-01-13 , 16:34
LEG_13_25 , AIR12 , 2000-01-13 , 17:00 , BASE2 , 2000-01-13 , 19:52
LEG_14_28 , AIR12 , 2000-01-14 , 13:45 , BASE2 , 2000-01-14 , 16:34
LEG_14_29 , AIR12 , 2000-01-14 , 17:00 , BASE2 , 2000-01-14 , 19:52
LEG_19_25 , AIR12 , 2000-01-19 , 17:00 , BASE2 , 2000-01-19 , 19:52
LEG_20_25 , AIR12 , 2000-01-20 , 17:00 , BASE2 , 2000-01-20 , 19:52
LEG_02_2 , AIR13 , 2000-01-02 , 13:20 , BASE2 , 2000-01-02 , 15:18
LEG_03_2 , AIR13 , 2000-01-03 , 13:20 , BASE2 , 2000-01-03 , 15:18
LEG_04_2 , AIR13 , 2000-01-04 , 13:20 , BASE2 , 2000-01-04 , 15:18
LEG_05_1 , AIR13 , 2000-01-05 , 13:20 , BASE2 , 2000-01-05 , 15:18
LEG_08_2 , AIR13 , 2000-01-08 , 13:20 , BASE2 , 2000-01-08 , 15:18
LEG_09_2 , AIR13 , 2000-01-09 , 13:20 , BASE2 , 2000-01-09 , 15:18
LEG_10_2 , AIR13 , 2000-01-10 , 13:20 , BASE2 , 2000-01-10 , 15:18
LEG_11_2 , AIR13 , 2000-01-11 , 13:20 , BASE2 , 2000-01-11 , 15:18
LEG_12_1 , AIR13 , 2000-01-12 , 13:20 , BASE2 , 2000-01-12 , 15:18
LEG_15_2 , AIR13 , 2000-01-15 , 13:20 , BASE2 , 2000-01-15 , 15:18
LEG_16_2 , AIR13 , 2000-01-16 , 13:20 , BASE2 , 2000-01-16 , 15:18
LEG_17_2 , AIR13 , 2000-01-17 , 13:20 , BASE2 , 2000-01-17 , 15:18
LEG_18_2 , AIR13 , 2000-01-18 , 13:20 , BASE2 , 2000-01-18 , 15:18
LEG_19_1 , AIR13 , 2000-01-19 , 13:20 , BASE2 , 2000-01-19 , 15:18
LEG_05_12 , AIR14 , 2000-01-05 , 22:40 , BASE1 , 2000-01-06 , 0:41
LEG_12_12 , AIR14 , 2000-01-12 , 22:40 , BASE1 , 2000-01-13 , 0:41
LEG_19_13 , AIR14 , 2000-01-19 , 22:40 , BASE1 , 2000-01-20 , 0:41
LEG_06_0 , AIR15 , 2000-01-06 , 21:05 , BASE1 , 2000-01-07 , 0:21
LEG_13_0 , AIR15 , 2000-01-13 , 21:05 , BASE1 , 2000-01-14 , 0:21
LEG_20_0 , AIR15 , 2000-01-20 , 21:05 , BASE1 , 2000-01-21 , 0:21
LEG_06_12 , AIR16 , 2000-01-06 , 14:55 , BASE2 , 2000-01-06 , 16:47
LEG_13_12 , AIR16 , 2000-01-13 , 14:55 , BASE2 , 2000-01-13 , 16:47
LEG_20_14 , AIR16 , 2000-01-20 , 14:55 , BASE2 , 2000-01-20 , 16:47
LEG_14_2 , AIR17 , 2000-01-14 , 23:15 , BASE1 , 2000-01-15 , 1:03
LEG_15_28 , AIR17 , 2000-01-15 , 15:40 , BASE2 , 2000-01-15 , 16:54
LEG_16_28 , AIR17 , 2000-01-16 , 15:40 , BASE2 , 2000-01-16 , 16:54
LEG_17_28 , AIR17 , 2000-01-17 , 15:40 , BASE2 , 2000-01-17 , 16:54
LEG_18_28 , AIR17 , 2000-01-18 , 15:40 , BASE2 , 2000-01-18 , 16:54
LEG_21_27 , AIR17 , 2000-01-21 , 15:40 , BASE2 , 2000-01-21 , 16:54
